report_date	report	source_family_id	arxiv_id	primary_identifier	prior_first_public_date	published	updated	primary_category	latest_version	scheduled_announcement_et	schedule_first_public_asia_shanghai	schedule_owner_report_date	datacite_doi	datacite_created	datacite_registered	datacite_owner_report_date	datacite_created_et_month	resolved_owner_report_date	schedule_matches_datacite_owner	identifier_month_matches_owner	reconciliation	withdrawn_keyword_signal	prior_state	prior_review_status	prior_books_disposition	title
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15712	2606.15712	arXiv:2606.15712v1	2026-06-14	2026-06-14T09:53:11Z	2026-06-14T09:53:11Z	cs.CR	2606.15712v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15712	2026-06-16T03:29:41Z	2026-06-16T03:29:42Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Odds Law: The Decomposition Algebra On How Intelligence Organizes Itself to Solve Difficult Problems Reliably
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15734	2606.15734	arXiv:2606.15734v1	2026-06-14	2026-06-14T10:31:36Z	2026-06-14T10:31:36Z	cs.CL	2606.15734v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15734	2026-06-16T03:30:10Z	2026-06-16T03:30:10Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Retrievable Gradients: Continual Post-Training Without Cumulative Weight Drift
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15762	2606.15762	arXiv:2606.15762v1	2026-06-14	2026-06-14T11:47:17Z	2026-06-14T11:47:17Z	cs.CR	2606.15762v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15762	2026-06-16T03:30:46Z	2026-06-16T03:30:46Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Snyk VulnBench JS 1.0: Can LLMs Find the Same Bugs Twice?
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15789	2606.15789	arXiv:2606.15789v1	2026-06-14	2026-06-14T12:43:47Z	2026-06-14T12:43:47Z	cs.AR	2606.15789v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15789	2026-06-16T03:31:21Z	2026-06-16T03:31:22Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Approaching Shannon Bound with Lossless LLM Weight Compression
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15805	2606.15805	arXiv:2606.15805v1	2026-06-14	2026-06-14T13:17:58Z	2026-06-14T13:17:58Z	cs.LG	2606.15805v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15805	2026-06-16T03:31:42Z	2026-06-16T03:31:42Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Mean-Field Parallel Decoding for Discrete Diffusion Language Models
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15811	2606.15811	arXiv:2606.15811v1	2026-06-14	2026-06-14T13:24:00Z	2026-06-14T13:24:00Z	cs.CR	2606.15811v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15811	2026-06-16T03:31:50Z	2026-06-16T03:31:50Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	FuseChain: Runtime Evidence Reconstruction for Software Supply-Chain Attacks
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15822	2606.15822	arXiv:2606.15822v1	2026-06-14	2026-06-14T13:39:56Z	2026-06-14T13:39:56Z	cs.AI	2606.15822v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15822	2026-06-16T03:32:04Z	2026-06-16T03:32:05Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	TrustedARI: Towards Trust-Native Agentic Routing Infrastructure for Agentic AI
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15828	2606.15828	arXiv:2606.15828v1	2026-06-14	2026-06-14T14:07:09Z	2026-07-30T13:42:54Z	cs.SE	2606.15828v5	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15828	2026-06-16T03:32:12Z	2026-06-16T03:32:13Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	Configuration Smells in AGENTS.md Files: Common Mistakes in Configuring Coding Agents
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15834	2606.15834	arXiv:2606.15834v1	2026-06-14	2026-06-14T14:24:25Z	2026-06-24T16:25:01Z	cs.AI	2606.15834v2	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15834	2026-06-16T03:32:20Z	2026-06-16T03:32:20Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	AIChilles: Automatically Uncovering Hidden Weaknesses in AI-Evolved Systems
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15841	2606.15841	arXiv:2606.15841v1	2026-06-14	2026-06-14T14:45:57Z	2026-07-20T13:29:49Z	cs.AI	2606.15841v2	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15841	2026-06-16T03:32:28Z	2026-06-16T03:32:29Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Heteroskedastic Signals in Budgeted LLM Verification: Structural Heterogeneity Limits Optimization Gains
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15859	2606.15859	arXiv:2606.15859v1	2026-06-14	2026-06-14T15:26:56Z	2026-06-14T15:26:56Z	cs.AR	2606.15859v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15859	2026-06-16T03:32:52Z	2026-06-16T03:32:52Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	EPIC: A System Framework for Efficient Egocentric Perception on Embodied AR Glasses
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15874	2606.15874	arXiv:2606.15874v1	2026-06-14	2026-06-14T15:47:27Z	2026-06-22T08:52:52Z	cs.AI	2606.15874v2	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15874	2026-06-16T03:33:11Z	2026-06-16T03:33:12Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	LLM-as-Code: Agentic Programming for Agent Harness
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15899	2606.15899	arXiv:2606.15899v1	2026-06-14	2026-06-14T16:30:33Z	2026-06-14T16:30:33Z	cs.CR	2606.15899v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15899	2026-06-16T03:33:44Z	2026-06-16T03:33:44Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	SkillVetBench: LLM-as-Judge for Multi-Dimensional Security Risk Evaluation in Open-Source LLM Agent Skills
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15903	2606.15903	arXiv:2606.15903v1	2026-06-14	2026-06-14T16:32:15Z	2026-06-16T06:16:41Z	cs.CL	2606.15903v2	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15903	2026-06-16T03:33:49Z	2026-06-16T03:33:50Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Control-Plane Placement Shapes Forgetting: An Architectural Study of Agent Memory Across Thirteen System Configurations
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15963	2606.15963	arXiv:2606.15963v1	2026-06-14	2026-06-14T18:44:47Z	2026-06-14T18:44:47Z	cs.DC	2606.15963v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15963	2026-06-16T03:35:08Z	2026-06-16T03:35:08Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	PreLort: Prefix-Nested LoRA for Federated Fine-Tuning under Rank Heterogeneity
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15964	2606.15964	arXiv:2606.15964v1	2026-06-14	2026-06-14T18:45:56Z	2026-06-14T18:45:56Z	stat.ML	2606.15964v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15964	2026-06-16T03:35:09Z	2026-06-16T03:35:10Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	PromptShift-CRC: Drift-Aware Conformal Risk Control for Foundation Models Under Prompt and Domain Shift
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15980	2606.15980	arXiv:2606.15980v1	2026-06-14	2026-06-14T19:07:22Z	2026-06-18T23:56:29Z	cs.LG	2606.15980v2	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15980	2026-06-16T03:35:30Z	2026-06-16T03:35:30Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Do Activation Monitors Survive Model Updates? Benchmarking, Predicting, and Repairing Activation-Monitor Staleness
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15991	2606.15991	arXiv:2606.15991v1	2026-06-14	2026-06-14T19:37:58Z	2026-06-14T19:37:58Z	cs.PL	2606.15991v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15991	2026-06-16T03:35:44Z	2026-06-16T03:35:44Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Fearless Concurrency on the GPU
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-15994	2606.15994	arXiv:2606.15994v1	2026-06-14	2026-06-14T19:41:57Z	2026-06-14T19:41:57Z	cs.AI	2606.15994v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.15994	2026-06-16T03:35:48Z	2026-06-16T03:35:48Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Agentic Framework for Deep Learning workload migration via In-Context Learning
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-16000	2606.16000	arXiv:2606.16000v1	2026-06-14	2026-06-14T19:58:06Z	2026-06-16T21:25:39Z	cs.CL	2606.16000v2	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16000	2026-06-16T03:35:55Z	2026-06-16T03:35:56Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	GRACE-DS: a Guarded Reward-guided Agent Correction Environment in Data Science
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-16062	2606.16062	arXiv:2606.16062v1	2026-06-14	2026-06-14T23:31:42Z	2026-06-14T23:31:42Z	cs.AI	2606.16062v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16062	2026-06-16T03:37:16Z	2026-06-16T03:37:17Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Auditing Reward Hackability in Code RL Training Environments
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-16070	2606.16070	arXiv:2606.16070v1	2026-06-14	2026-06-14T23:53:49Z	2026-06-16T06:37:37Z	cs.AI	2606.16070v2	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16070	2026-06-16T03:37:27Z	2026-06-16T03:37:28Z	2026-06-16	2606	2026-06-16	yes	yes	owner_move_required	no	retained	deep_complete	Integrate	Mind-Studio: Executable World Models with Lookahead Evaluation for Partially Observable Games
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-17099	2606.17099	arXiv:2606.17099v1	2026-06-14	2026-06-14T05:53:27Z	2026-06-14T05:53:27Z	cs.SE	2606.17099v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.17099	2026-06-17T01:50:25Z	2026-06-17T01:50:26Z	2026-06-17	2606	2026-06-17	no	yes	owner_move_required	no	retained	deep_complete	Integrate	Software Delegation Contracts: Measuring Reviewability in AI Coding-Agent Work
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-17104	2606.17104	arXiv:2606.17104v1	2026-06-14	2026-06-14T12:23:29Z	2026-06-14T12:23:29Z	cs.AR	2606.17104v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.17104	2026-06-17T01:50:32Z	2026-06-17T01:50:33Z	2026-06-17	2606	2026-06-17	no	yes	owner_move_required	no	retained	deep_complete	Integrate	Prefill/Decode-Aware Evaluation of LLM Inference on Emerging AI Accelerators
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-17107	2606.17107	arXiv:2606.17107v1	2026-06-14	2026-06-14T15:31:23Z	2026-06-14T15:31:23Z	cs.LG	2606.17107v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.17107	2026-06-17T01:50:36Z	2026-06-17T01:50:36Z	2026-06-17	2606	2026-06-17	no	yes	owner_move_required	no	retained	deep_complete	Integrate	Models Take Notes at Prefill: KV Cache Can Be Editable and Composable
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-19382	2606.19382	arXiv:2606.19382v1	2026-06-14	2026-06-14T10:54:24Z	2026-06-14T10:54:24Z	cs.SE	2606.19382v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.19382	2026-06-19T01:48:02Z	2026-06-19T01:48:02Z	2026-06-19	2606	2026-06-19	no	yes	owner_move_required	no	retained	deep_complete	No Change — Existing Coverage	DynAMO:Dynamic Asset Management Orchestration via Topological Multi-Agent Scheduling
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-28365	2606.28365	arXiv:2606.28365v1	2026-06-14	2026-06-14T16:59:18Z	2026-06-14T16:59:18Z	cs.IR	2606.28365v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.28365	2026-06-30T03:20:17Z	2026-06-30T03:20:18Z	2026-06-30	2606	2026-06-30	no	yes	owner_move_required	no	retained	deep_complete	Integrate	CAMI: Cost-Aware Agent-Guided Multi-Indexing for Semantic Retrieval
2026-06-15	papers/2026/06/15/README.md	SF-2026-ARXIV-2606-28367	2606.28367	arXiv:2606.28367v1	2026-06-14	2026-06-14T20:50:41Z	2026-06-14T20:50:41Z	cs.IR	2606.28367v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.28367	2026-06-30T03:20:19Z	2026-06-30T03:20:20Z	2026-06-30	2606	2026-06-30	no	yes	owner_move_required	no	retained	deep_complete	Integrate	Beyond the Reranker: Do RAG Retrieval Enhancements Help Once a Strong Reranker Is Present?
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16100	2606.16100	arXiv:2606.16100v1	2026-06-15	2026-06-15T01:30:42Z	2026-06-15T01:30:42Z	cs.CR	2606.16100v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16100	2026-06-16T03:38:06Z	2026-06-16T03:38:06Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	"Your ""Pro"" LLM Subscription May Actually Be ""Free"": Exposing Fingerprint Spoofing Risks in LLM Inference Services"
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16106	2606.16106	arXiv:2606.16106v1	2026-06-15	2026-06-15T01:43:55Z	2026-07-08T00:31:46Z	cs.PF	2606.16106v3	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16106	2026-06-16T03:38:14Z	2026-06-16T03:38:14Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Edge-Inference Governors Need Memory-Clock State
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16110	2606.16110	arXiv:2606.16110v1	2026-06-15	2026-06-15T01:56:09Z	2026-06-15T01:56:09Z	cs.LG	2606.16110v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16110	2026-06-16T03:38:19Z	2026-06-16T03:38:19Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Auditing Machine Unlearning: A Systematic Research on Whether Models Truly Forget
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16135	2606.16135	arXiv:2606.16135v1	2026-06-15	2026-06-15T02:48:15Z	2026-06-15T02:48:15Z	cs.DC	2606.16135v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16135	2026-06-16T03:38:51Z	2026-06-16T03:38:51Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	SwiftCache: Efficient LLM Serving for Multi-turn Conversations with Heterogeneous KV Cache Sharing
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16190	2606.16190	arXiv:2606.16190v1	2026-06-15	2026-06-15T04:04:23Z	2026-06-15T04:04:23Z	cs.AR	2606.16190v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16190	2026-06-16T03:40:02Z	2026-06-16T03:40:03Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Embedded Arena: Iterative Optimization via Hardware Feedback
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16242	2606.16242	arXiv:2606.16242v1	2026-06-15	2026-06-15T05:40:50Z	2026-06-15T05:40:50Z	cs.LG	2606.16242v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16242	2026-06-16T03:41:10Z	2026-06-16T03:41:10Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Rapid Poison: Practical Poisoning Attacks Against the Rapid Response Framework
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16264	2606.16264	arXiv:2606.16264v1	2026-06-15	2026-06-15T06:11:23Z	2026-06-15T06:11:23Z	cs.DC	2606.16264v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16264	2026-06-16T03:41:39Z	2026-06-16T03:41:39Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Tropical: Enhancing SLO Attainment in Disaggregated LLM Serving via SLO-Aware Multiplexing
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16287	2606.16287	arXiv:2606.16287v1	2026-06-15	2026-06-15T06:51:28Z	2026-06-16T04:41:21Z	cs.CR	2606.16287v2	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16287	2026-06-16T03:42:08Z	2026-06-16T03:42:09Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Dynamic Malicious Skills in Agentic AI
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16310	2606.16310	arXiv:2606.16310v1	2026-06-15	2026-06-15T07:16:30Z	2026-06-15T07:16:30Z	cs.LG	2606.16310v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16310	2026-06-16T03:42:38Z	2026-06-16T03:42:39Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	QK-Normed MLA: QK normalization without full key caching
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16322	2606.16322	arXiv:2606.16322v1	2026-06-15	2026-06-15T07:29:34Z	2026-06-15T07:29:34Z	cs.CL	2606.16322v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16322	2026-06-16T03:42:53Z	2026-06-16T03:42:54Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	PaperJury: Due-Process Review for Bounded LaTeX Revision
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16332	2606.16332	arXiv:2606.16332v1	2026-06-15	2026-06-15T07:35:20Z	2026-06-15T07:35:20Z	cs.DC	2606.16332v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16332	2026-06-16T03:43:06Z	2026-06-16T03:43:07Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	SMEPilot: Characterizing and Optimizing LLM Inference with Scalable Matrix Extensions
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16341	2606.16341	arXiv:2606.16341v1	2026-06-15	2026-06-15T07:44:58Z	2026-06-15T07:44:58Z	cs.LG	2606.16341v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16341	2026-06-16T03:43:17Z	2026-06-16T03:43:18Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Filtered ANN as a Phase Transition: When Selectivity-Estimation Error Causes Plan Regret
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16352	2606.16352	arXiv:2606.16352v1	2026-06-15	2026-06-15T07:50:15Z	2026-06-15T07:50:15Z	cs.LG	2606.16352v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16352	2026-06-16T03:43:31Z	2026-06-16T03:43:32Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Communication-Efficient Verifiable Attention for LLM Inference
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16358	2606.16358	arXiv:2606.16358v1	2026-06-15	2026-06-15T07:55:13Z	2026-06-15T07:55:13Z	cs.CR	2606.16358v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16358	2026-06-16T03:43:39Z	2026-06-16T03:43:39Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	The Proxy Knows Too Much: Sealing LLM API Routers with Attested TEEs
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16364	2606.16364	arXiv:2606.16364v1	2026-06-15	2026-06-15T07:58:56Z	2026-06-27T03:15:26Z	cs.AI	2606.16364v2	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16364	2026-06-16T03:43:46Z	2026-06-16T03:43:47Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Looking Is Not Picking: An Attention-Segment Account of Tool-Selection Failures in LLM Agents
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16384	2606.16384	arXiv:2606.16384v1	2026-06-15	2026-06-15T08:17:13Z	2026-06-15T08:17:13Z	cs.LG	2606.16384v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16384	2026-06-16T03:44:12Z	2026-06-16T03:44:13Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Mixtures of Subspaces for Bandwidth Efficient Context Parallel Training
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16420	2606.16420	arXiv:2606.16420v1	2026-06-15	2026-06-15T08:57:45Z	2026-06-15T08:57:45Z	cs.CR	2606.16420v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16420	2026-06-16T03:44:58Z	2026-06-16T03:44:58Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Transferable Self-Evolving Playbooks for Agentic Security Auditing
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16429	2606.16429	arXiv:2606.16429v1	2026-06-15	2026-06-15T09:04:13Z	2026-06-15T09:04:13Z	cs.LG	2606.16429v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16429	2026-06-16T03:45:09Z	2026-06-16T03:45:10Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Taylor-Calibrate: Principled Initialization for Hybrid Linear Attention Distillation
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16461	2606.16461	arXiv:2606.16461v1	2026-06-15	2026-06-15T09:31:24Z	2026-06-15T09:31:24Z	cs.LG	2606.16461v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16461	2026-06-16T03:45:50Z	2026-06-16T03:45:51Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Privacy from Symmetry: Orthogonally Equivariant Transformers for LLM Inference
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16494	2606.16494	arXiv:2606.16494v1	2026-06-15	2026-06-15T09:57:48Z	2026-07-04T08:04:59Z	cs.CL	2606.16494v3	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16494	2026-06-16T03:46:33Z	2026-06-16T03:46:33Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	Lost at the End: Primacy Bias in Multimodal Retrieval-Augmented Question Answering
2026-06-16	papers/2026/06/16/README.md	SF-2026-ARXIV-2606-16496	2606.16496	arXiv:2606.16496v1	2026-06-15	2026-06-15T09:58:13Z	2026-06-15T09:58:13Z	cs.CL	2606.16496v1	2026-06-15T20:00:00-04:00	2026-06-16T08:00:00+08:00	2026-06-16	10.48550/arxiv.2606.16496	2026-06-16T03:46:35Z	2026-06-16T03:46:36Z	2026-06-16	2606	2026-06-16	yes	yes	owner_confirmed_by_datacite	no	retained	deep_complete	Integrate	REFLEX: Reflective Evolution from LLM Experience
